NA.;NA..1;NA..2;NA..3;NA..4;NA..5
Science – general;Physics;Acoustics;Acoustic applications;Acoustic devices;
Science – general;Physics;Acoustics;Acoustic applications;Acoustic emission;
Science – general;Physics;Acoustics;Acoustic applications;Acoustic field;
Science – general;Physics;Acoustics;Acoustic applications;Acoustic noise;
Science – general;Physics;Acoustics;Acoustic applications;Acoustic phonetics;
Science – general;Physics;Acoustics;Acoustic applications;Acoustic propagation;
Science – general;Physics;Acoustics;Acoustic applications;Acoustic pulses;
Science – general;Physics;Acoustics;Acoustic applications;Acoustic waves;
Science – general;Physics;Acoustics;Acoustic applications;Acoustooptic effects;
Science – general;Physics;Acoustics;Acoustic applications;Biomedical acoustics;
Science – general;Physics;Acoustics;Acoustic applications;Cepstral analysis;
Science – general;Physics;Acoustics;Acoustic applications;Nonlinear acoustics;
Science – general;Physics;Acoustics;Acoustic applications;Psychoacoustics;
Science – general;Physics;Acoustics;Acoustic applications;Reverberation;
Science – general;Physics;Acoustics;Acoustic applications;Spectral shape;
Science – general;Physics;Acoustics;Acoustic applications;Underwater acoustics;
Science – general;Physics;Acoustics;Astrophysics;;
Science – general;Physics;Acoustics;Astrophysics;Asteroseismology;
Science – general;Physics;Acoustics;Astrophysics;Dark matter;
Science – general;Physics;Acoustics;Astrophysics;Orbits;
Science – general;Physics;Acoustics;Astrophysics;Stellar dynamics;
Science – general;Physics;Acoustics;Beams;;
Science – general;Physics;Acoustics;Beams;Acoustic beams;
Science – general;Physics;Acoustics;Beams;Laser beams;
Science – general;Physics;Acoustics;Beams;Molecular beams;
Science – general;Physics;Acoustics;Beams;Optical beams;
Science – general;Physics;Acoustics;Beams;Particle beams;
Science – general;Physics;Acoustics;Biophysics;;
Science – general;Physics;Acoustics;Biophysics;Aerospace biophysics;
Science – general;Physics;Acoustics;Biophysics;Biomagnetics;
Science – general;Physics;Acoustics;Biophysics;Cellular biophysics;
Science – general;Physics;Acoustics;Biophysics;Molecular biophysics;
Science – general;Physics;Acoustics;Dark energy;;
Science – general;Physics;Acoustics;Entropy;;
Science – general;Physics;Acoustics;Fluid flow;;
Science – general;Physics;Acoustics;Fluid flow;Fluid dynamics;
Science – general;Physics;Acoustics;Fluid flow;Hydraulic diameter;
Science – general;Physics;Acoustics;Fluid flow;Hydrology;
Science – general;Physics;Acoustics;Fluid flow;Pipelines;
Science – general;Physics;Acoustics;Fluid flow;Supersonic flow;
Science – general;Physics;Acoustics;Fluid flow;Valves;
Science – general;Physics;Acoustics;Geophysics;;
Science – general;Physics;Acoustics;Geophysics;EMTDC;
Science – general;Physics;Acoustics;Geophysics;Extraterrestrial phenomena;
Science – general;Physics;Acoustics;Geophysics;Geodynamics;
Science – general;Physics;Acoustics;Geophysics;Geophysics computing;
Science – general;Physics;Acoustics;Geophysics;Meteorology;
Science – general;Physics;Acoustics;Geophysics;Moisture;
Science – general;Physics;Acoustics;Geophysics;Seismology;
Science – general;Physics;Acoustics;Geophysics;Surface waves;
Science – general;Physics;Acoustics;Geophysics;Well logging;
Science – general;Physics;Acoustics;High energy physics;;
Science – general;Physics;Acoustics;Kinetic theory;;
Science – general;Physics;Acoustics;Kinetic theory;Kinetic energy;
Science – general;Physics;Acoustics;Levitation;;
Science – general;Physics;Acoustics;Levitation;Electrostatic levitation;
Science – general;Physics;Acoustics;Levitation;Magnetic levitation;
Science – general;Physics;Acoustics;Lorentz covariance;;
Science – general;Physics;Acoustics;Mechanical factors;;
Science – general;Physics;Acoustics;Mechanical factors;Aerodynamics;
Science – general;Physics;Acoustics;Mechanical factors;Bending;
Science – general;Physics;Acoustics;Mechanical factors;Biomechanics;
Science – general;Physics;Acoustics;Mechanical factors;Damping;
Science – general;Physics;Acoustics;Mechanical factors;Deformation;
Science – general;Physics;Acoustics;Mechanical factors;Dynamics;
Science – general;Physics;Acoustics;Mechanical factors;Fatigue;
Science – general;Physics;Acoustics;Mechanical factors;Force;
Science – general;Physics;Acoustics;Mechanical factors;Friction;
Science – general;Physics;Acoustics;Mechanical factors;Hydrodynamics;
Science – general;Physics;Acoustics;Mechanical factors;Kinematics;
Science – general;Physics;Acoustics;Mechanical factors;Lubrication;
Science – general;Physics;Acoustics;Mechanical factors;Magnetohydrodynamics;
Science – general;Physics;Acoustics;Mechanical factors;Photoelasticity;
Science – general;Physics;Acoustics;Mechanical factors;Pressure effects;
Science – general;Physics;Acoustics;Mechanical factors;Shock (mechanics);
Science – general;Physics;Acoustics;Mechanical factors;Strain;
Science – general;Physics;Acoustics;Mechanical factors;Stress;
Science – general;Physics;Acoustics;Mechanical factors;Surface cracks;
Science – general;Physics;Acoustics;Mechanical factors;Surface stress;
Science – general;Physics;Acoustics;Mechanical factors;Torque;
Science – general;Physics;Acoustics;Mechanical factors;Vibrations;
Science – general;Physics;Acoustics;Mechanical factors;Volume relaxation;
Science – general;Physics;Acoustics;Mechanical factors;Workability;
Science – general;Physics;Acoustics;Network theory (graphs);;
Science – general;Physics;Acoustics;Physics education;;
Science – general;Physics;Acoustics;Quantum mechanics;;
Science – general;Physics;Acoustics;Quantum mechanics;Coherence time;
Science – general;Physics;Acoustics;Quantum mechanics;Density functional theory;
Science – general;Physics;Acoustics;Quantum mechanics;Proton effects;
Science – general;Physics;Acoustics;Quantum mechanics;Quantum capacitance;
Science – general;Physics;Acoustics;Quantum mechanics;Quantum cryptography;
Science – general;Physics;Acoustics;Quantum mechanics;Quantum decoherence;
Science – general;Physics;Acoustics;Quantum mechanics;Quantum entanglement;
Science – general;Physics;Acoustics;Quantum mechanics;Quantum information science;
Science – general;Physics;Acoustics;Quantum mechanics;Quantum key distribution;
Science – general;Physics;Acoustics;Quantum mechanics;Quantum optics;
Science – general;Physics;Acoustics;Quantum mechanics;Quantum sensing;
Science – general;Physics;Acoustics;Quantum mechanics;Quantum simulation;
Science – general;Physics;Acoustics;Quantum mechanics;Quantum state;
Science – general;Physics;Acoustics;Quantum mechanics;Quantum system;
Science – general;Physics;Acoustics;Quantum mechanics;Relativistic quantum mechanics;
Science – general;Physics;Acoustics;Quantum mechanics;Schrodinger equation;
Science – general;Physics;Acoustics;Quantum mechanics;Stationary state;
Science – general;Physics;Acoustics;Quantum mechanics;Teleportation;
Science – general;Physics;Acoustics;Quantum mechanics;Tunneling;
Science – general;Physics;Acoustics;Rydberg atoms;;
Science – general;Physics;Acoustics;Solid-state physics;;
Science – general;Physics;Acoustics;String theory;;
Science – general;Physics;Acoustics;Thermal factors;;
Science – general;Physics;Acoustics;Thermal factors;Temperature;
Science – general;Physics;Acoustics;Thermal factors;Temperature dependence;
Science – general;Physics;Acoustics;Thermal factors;Thermal conductivity;
Science – general;Physics;Acoustics;Thermal factors;Thermal expansion;
Science – general;Physics;Acoustics;Thermal factors;Thermal management;
Science – general;Physics;Acoustics;Thermal factors;Thermal stresses;
Science – general;Physics;Acoustics;Thermal factors;Thermoelasticity;
Science – general;Physics;Acoustics;Thermal factors;Thermoelectricity;
Science – general;Physics;Acoustics;Thermal factors;Thermolysis;
Science – general;Physics;Acoustics;Thermal factors;Thermooptic effects;
Science – general;Physics;Acoustics;Thermal factors;Thermoresistivity;
Science – general;Physics;Acoustics;Waves;;
Science – general;Physics;Acoustics;Waves;Atmospheric waves;
Science – general;Physics;Acoustics;Waves;Berry phase;
Science – general;Physics;Acoustics;Waves;Doppler effect;
Science – general;Physics;Acoustics;Waves;Electrodynamics;
Science – general;Physics;Acoustics;Waves;Magnetostatic waves;
Science – general;Physics;Acoustics;Waves;Matter waves;
Science – general;Physics;Acoustics;Waves;Plasma waves;
Science – general;Physics;Acoustics;Waves;Propagation;
Science – general;Physics;Acoustics;Waves;Reflectivity;
Science – general;Physics;Acoustics;Waves;Seismic waves;
Science – general;Physics;Acoustics;Waves;Shock waves;
Science – general;Physics;Acoustics;Waves;Solitons;
Science – general;Physics;Acoustics;Waves;Surface acoustic waves;
Science – general;Physics;Acoustics;Waves;Wave functions;
Science – general;Social sciences;;;;
Science – general;Social sciences;Anthropology;;;
Science – general;Social sciences;Anthropology;Behavioral sciences;;
Science – general;Social sciences;Anthropology;Behavioral sciences;Animal behavior;
Science – general;Social sciences;Anthropology;Behavioral sciences;Cognition;
Science – general;Social sciences;Anthropology;Behavioral sciences;Consumer behavior;
Science – general;Social sciences;Anthropology;Behavioral sciences;Psychiatry;
Science – general;Social sciences;Anthropology;Behavioral sciences;Psychology;
Science – general;Social sciences;Anthropology;Behavioral sciences;Social intelligence;
Science – general;Social sciences;Anthropology;Psychology;;
Science – general;Social sciences;Anthropology;Psychology;Active perception;
Science – general;Social sciences;Anthropology;Psychology;Emotional responses;
Science – general;Social sciences;Anthropology;Psychology;Industrial psychology;
